PROVISIONAL_KEY,CATEGORY,CONTEXT,MONEY_CRITICALITY,FR_SOURCE,FR_MARCHE,TTS_CANONICAL,STT_VARIANTS,STATUS,VALIDATION_NOTE,LANGUAGE,LANGUAGE_CODE,LANGUAGE_VARIETY,VALIDATION_NATIVE_REQUISE,RISK_NOTE
PROVISIONAL_FRM_INTENT_11,FINANCIAL_PRIORITY_INTENT,Question sur le prix d’un seul article.,HIGH,Prix d’un seul.,"Un seul, c’est combien ?",,,DRAFT,"À faire valider par deux locutrices ivoiriennes; tester compréhension du montant, du prix ou de la dette en situation de vente. | Cellules linguistiques volontairement vides : contenu financier/prix/unité monétaire laissé vide faute de validation native solide en situation de marché. Ne pas déduire ni employer pour une confirmation ou une action de paiement.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_INTENT_12,FINANCIAL_PRIORITY_INTENT,Question sur le prix total de l’ensemble présenté.,HIGH,Prix du tout.,"Tout ça, c’est combien ?",,,DRAFT,"À faire valider par deux locutrices ivoiriennes; tester compréhension du montant, du prix ou de la dette en situation de vente. | Cellules linguistiques volontairement vides : contenu financier/prix/unité monétaire laissé vide faute de validation native solide en situation de marché. Ne pas déduire ni employer pour une confirmation ou une action de paiement.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_INTENT_13,FINANCIAL_PRIORITY_INTENT,Question générale sur le montant à payer ou le total.,HIGH,Combien ?,Ça fait combien ?,,,DRAFT,"À faire valider par deux locutrices ivoiriennes; tester compréhension du montant, du prix ou de la dette en situation de vente. | Cellules linguistiques volontairement vides : contenu financier/prix/unité monétaire laissé vide faute de validation native solide en situation de marché. Ne pas déduire ni employer pour une confirmation ou une action de paiement.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_INTENT_14,FINANCIAL_PRIORITY_INTENT,Question sur le prix d’un produit ou d’une quantité montrée.,HIGH,C’est à combien ?,C’est à combien ?,,,DRAFT,"À faire valider par deux locutrices ivoiriennes; tester compréhension du montant, du prix ou de la dette en situation de vente. | Cellules linguistiques volontairement vides : contenu financier/prix/unité monétaire laissé vide faute de validation native solide en situation de marché. Ne pas déduire ni employer pour une confirmation ou une action de paiement.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_INTENT_15,FINANCIAL_PRIORITY_INTENT,Question ouverte sur le produit ou l’article vendu.,LOW,Tu as vendu quoi ?,Tu as vendu quoi ?,,,DRAFT,À faire valider par une vendeuse ivoirienne; vérifier l’usage oral en marché avant toute intégration. | Cellules linguistiques volontairement vides : contenu financier/prix/unité monétaire laissé vide faute de validation native solide en situation de marché. Ne pas déduire ni employer pour une confirmation ou une action de paiement.,Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_000,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,zéro,zéro,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_001,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,un,un,dʋ,dʋ,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, dʋ — numéral « un ». Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_002,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,deux,deux,fíé,fíé,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, fíé — numéral « deux ». Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_003,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trois,trois,yaá,yaá,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, yaá — numéral « trois ». Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_004,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre,quatre,zìɛ́n,zìɛ́n,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, zìɛ́n — numéral « quatre ». Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_005,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinq,cinq,sólú,sólú,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, sólú — numéral « cinq ». Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_006,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,six,six,suɛdʋ,suɛdʋ | suɛlʋ,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, suɛdʋ, suɛlʋ — numéral « six ». Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_007,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,sept,sept,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_008,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,huit,huit,sʋlaá,sʋlaá,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, sʋlaá — « huit » attribué à Zuénoula par le renvoi de l’entrée yaá; les variantes Sinfra sont exclues. Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_009,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,neuf,neuf,sʋlàzìɛ́n,sʋlàzìɛ́n,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, sʋlàzìɛ́n — numéral « neuf ». Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_010,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix,dix,vu,vu,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, vu — numéral « dix ». Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_011,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,onze,onze,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_012,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,douze,douze,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_013,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,treize,treize,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_014,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatorze,quatorze,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_015,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quinze,quinze,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_016,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,seize,seize,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_017,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-sept,dix-sept,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_018,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-huit,dix-huit,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_019,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-neuf,dix-neuf,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_020,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt,vingt,yɔ dʋ,yɔ dʋ,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Base documentaire Zuénoula : Kuznetsova & Kuznetsova (2021), Dictionnaire gouro-français, yɔ dʋ — « vingt » (yɔ « vingtaine » + dʋ « un »), expression donnée dans l’entrée yɔ. Attestation lexicale isolée uniquement : prononciation, ton, adéquation marchande et couverture STT à faire valider par locuteur·rice natif·ve.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_021,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt et un,vingt et un,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_022,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-deux,vingt-deux,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_023,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-trois,vingt-trois,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_024,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-quatre,vingt-quatre,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_025,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-cinq,vingt-cinq,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_026,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-six,vingt-six,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
PROVISIONAL_FRM_NUMBER_027,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-sept,vingt-sept,,,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Cellules linguistiques volontairement vides : aucune forme suffisamment sûre, générique et attribuable au gouro de Zuénoula n’a été établie pour cette entrée. Ne pas déduire une forme par analogie ; validation native requise avant remplissage.",Gouro,goa,Gouro de Zuénoula (goa) ; variantes Sinfra/Vavoua/Nord/Sud exclues sauf mention explicite,true,
