PROVISIONAL_KEY,CATEGORY,CONTEXT,MONEY_CRITICALITY,FR_SOURCE,FR_MARCHE,TTS_CANONICAL,STT_VARIANTS,STATUS,VALIDATION_NOTE,LANGUAGE,LANGUAGE_CODE,LANGUAGE_VARIETY,VALIDATION_NATIVE_REQUISE,RISK_NOTE
PROVISIONAL_FRM_INTENT_12,FINANCIAL_PRIORITY_INTENT,Question sur le prix total de l’ensemble présenté.,HIGH,Prix du tout.,"Tout ça, c’est combien ?",,,DRAFT,DRAFT — cellule linguistique volontairement vide : aucune base baoulé central suffisamment fiable et contextualisée n’a été retenue. Validation native requise avant tout remplissage.,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_INTENT_13,FINANCIAL_PRIORITY_INTENT,Question générale sur le montant à payer ou le total.,HIGH,Combien ?,Ça fait combien ?,,,DRAFT,DRAFT — cellule linguistique volontairement vide : aucune base baoulé central suffisamment fiable et contextualisée n’a été retenue. Validation native requise avant tout remplissage.,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_INTENT_14,FINANCIAL_PRIORITY_INTENT,Question sur le prix d’un produit ou d’une quantité montrée.,HIGH,C’est à combien ?,C’est à combien ?,,,DRAFT,DRAFT — cellule linguistique volontairement vide : aucune base baoulé central suffisamment fiable et contextualisée n’a été retenue. Validation native requise avant tout remplissage.,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_INTENT_15,FINANCIAL_PRIORITY_INTENT,Question ouverte sur le produit ou l’article vendu.,LOW,Tu as vendu quoi ?,Tu as vendu quoi ?,,,DRAFT,DRAFT — cellule linguistique volontairement vide : aucune base baoulé central suffisamment fiable et contextualisée n’a été retenue. Validation native requise avant tout remplissage.,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_000,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,zéro,zéro,,,DRAFT,DRAFT — cellule linguistique volontairement vide : aucune base baoulé central suffisamment fiable et contextualisée n’a été retenue. Validation native requise avant tout remplissage.,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_001,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,un,un,kun,kun | kɔn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_002,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,deux,deux,nnyɔn,nnyɔn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_003,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trois,trois,nsan,nsan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_004,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre,quatre,nnan,nnan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_005,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinq,cinq,nnun,nnun,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_006,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,six,six,nsiɛn,nsiɛn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_007,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,sept,sept,nso,nso,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_008,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,huit,huit,mɔcuɛ,mɔcuɛ,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_009,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,neuf,neuf,ngwlan,ngwlan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_010,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix,dix,blu,blu,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_011,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,onze,onze,blu nin kun,blu nin kun | blu nin kɔn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_012,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,douze,douze,blu nin nnyɔn,blu nin nnyɔn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_013,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,treize,treize,blu nin nsan,blu nin nsan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_014,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatorze,quatorze,blu nin nnan,blu nin nnan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_015,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quinze,quinze,blu nin nnun,blu nin nnun,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_016,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,seize,seize,blu nin nsiɛn,blu nin nsiɛn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_017,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-sept,dix-sept,blu nin nso,blu nin nso,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_018,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-huit,dix-huit,blu nin mɔcuɛ,blu nin mɔcuɛ,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_019,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-neuf,dix-neuf,blu nin ngwlan,blu nin ngwlan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_020,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt,vingt,ablaɔn,ablaɔn | ablaɔon,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_021,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt et un,vingt et un,ablaɔn nin kun,ablaɔn nin kun | ablaɔon nin kun,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_022,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-deux,vingt-deux,ablaɔn nin nnyɔn,ablaɔn nin nnyɔn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_023,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-trois,vingt-trois,ablaɔn nin nsan,ablaɔn nin nsan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_024,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-quatre,vingt-quatre,ablaɔn nin nnan,ablaɔn nin nnan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_025,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-cinq,vingt-cinq,ablaɔn nin nnun,ablaɔn nin nnun,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_026,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-six,vingt-six,ablaɔn nin nsiɛn,ablaɔn nin nsiɛn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_027,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-sept,vingt-sept,ablaɔn nin nso,ablaɔn nin nso,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_028,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-huit,vingt-huit,ablaɔn nin mɔcuɛ,ablaɔn nin mɔcuɛ,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_029,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-neuf,vingt-neuf,ablaɔn nin ngwlan,ablaɔn nin ngwlan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_030,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente,trente,ablansan,ablansan | ablasan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_031,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente et un,trente et un,ablansan nin kun,ablansan nin kun,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_032,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-deux,trente-deux,ablansan nin nnyɔn,ablansan nin nnyɔn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_033,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-trois,trente-trois,ablansan nin nsan,ablansan nin nsan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_034,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-quatre,trente-quatre,ablansan nin nnan,ablansan nin nnan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_035,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-cinq,trente-cinq,ablansan nin nnun,ablansan nin nnun,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_036,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-six,trente-six,ablansan nin nsiɛn,ablansan nin nsiɛn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_037,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-sept,trente-sept,ablansan nin nso,ablansan nin nso,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_038,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-huit,trente-huit,ablansan nin mɔcuɛ,ablansan nin mɔcuɛ,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_039,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-neuf,trente-neuf,ablansan nin ngwlan,ablansan nin ngwlan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_040,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante,quarante,ablanan,ablanan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_041,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante et un,quarante et un,ablanan nin kun,ablanan nin kun,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_042,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-deux,quarante-deux,ablanan nin nnyɔn,ablanan nin nnyɔn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_043,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-trois,quarante-trois,ablanan nin nsan,ablanan nin nsan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_044,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-quatre,quarante-quatre,ablanan nin nnan,ablanan nin nnan,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_045,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-cinq,quarante-cinq,ablanan nin nnun,ablanan nin nnun,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_046,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-six,quarante-six,ablanan nin nsiɛn,ablanan nin nsiɛn,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_047,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-sept,quarante-sept,ablanan nin nso,ablanan nin nso,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
PROVISIONAL_FRM_NUMBER_048,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quarante-huit,quarante-huit,ablanan nin mɔcuɛ,ablanan nin mɔcuɛ,DRAFT,"DRAFT — forme écrite du baoulé central, attestée par deux ressources numérales concordantes; tons, prononciation et usage marchand à faire valider par des locutrices natives.",Baoulé,bci,Baoulé central; variété locale de marché à confirmer,true,
