PROVISIONAL_KEY,CATEGORY,CONTEXT,MONEY_CRITICALITY,FR_SOURCE,FR_MARCHE,TTS_CANONICAL,STT_VARIANTS,STATUS,VALIDATION_NOTE,LANGUAGE,LANGUAGE_CODE,LANGUAGE_VARIETY,VALIDATION_NATIVE_REQUISE,RISK_NOTE
PROVISIONAL_FRM_INTENT_11,FINANCIAL_PRIORITY_INTENT,Question sur le prix d’un seul article.,HIGH,Prix d’un seul.,"Un seul, c’est combien ?",,,DRAFT,"À faire valider par deux locutrices ivoiriennes; tester compréhension du montant, du prix ou de la dette en situation de vente. | Cellules linguistiques volontairement vides : aucune base suffisamment fiable et spécifique au dioula véhiculaire ivoirien n’a été établie pour cette intention, unité ou désignation de produit. Validation native requise avant remplissage.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_INTENT_12,FINANCIAL_PRIORITY_INTENT,Question sur le prix total de l’ensemble présenté.,HIGH,Prix du tout.,"Tout ça, c’est combien ?",,,DRAFT,"À faire valider par deux locutrices ivoiriennes; tester compréhension du montant, du prix ou de la dette en situation de vente. | Cellules linguistiques volontairement vides : aucune base suffisamment fiable et spécifique au dioula véhiculaire ivoirien n’a été établie pour cette intention, unité ou désignation de produit. Validation native requise avant remplissage.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_INTENT_13,FINANCIAL_PRIORITY_INTENT,Question générale sur le montant à payer ou le total.,HIGH,Combien ?,Ça fait combien ?,,,DRAFT,"À faire valider par deux locutrices ivoiriennes; tester compréhension du montant, du prix ou de la dette en situation de vente. | Cellules linguistiques volontairement vides : aucune base suffisamment fiable et spécifique au dioula véhiculaire ivoirien n’a été établie pour cette intention, unité ou désignation de produit. Validation native requise avant remplissage.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_INTENT_14,FINANCIAL_PRIORITY_INTENT,Question sur le prix d’un produit ou d’une quantité montrée.,HIGH,C’est à combien ?,C’est à combien ?,,,DRAFT,"À faire valider par deux locutrices ivoiriennes; tester compréhension du montant, du prix ou de la dette en situation de vente. | Cellules linguistiques volontairement vides : aucune base suffisamment fiable et spécifique au dioula véhiculaire ivoirien n’a été établie pour cette intention, unité ou désignation de produit. Validation native requise avant remplissage.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_INTENT_15,FINANCIAL_PRIORITY_INTENT,Question ouverte sur le produit ou l’article vendu.,LOW,Tu as vendu quoi ?,Tu as vendu quoi ?,,,DRAFT,"À faire valider par une vendeuse ivoirienne; vérifier l’usage oral en marché avant toute intégration. | Cellules linguistiques volontairement vides : aucune base suffisamment fiable et spécifique au dioula véhiculaire ivoirien n’a été établie pour cette intention, unité ou désignation de produit. Validation native requise avant remplissage.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_000,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,zéro,zéro,fu,fu,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_001,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,un,un,kelen,kelen | dɔ,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_002,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,deux,deux,fila,fila,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_003,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trois,trois,saba,saba,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_004,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre,quatre,naani,naani,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_005,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinq,cinq,looru,looru | duuru,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_006,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,six,six,wɔɔrɔ,wɔɔrɔ,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_007,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,sept,sept,wolonfila,wolonfila | woronfila,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_008,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,huit,huit,seegi,seegi | seegin,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_009,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,neuf,neuf,kɔnɔtɔ,kɔnɔtɔ | kɔnɔntɔn,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_010,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix,dix,tan ni fu,tan ni fu,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_011,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,onze,onze,tan ni kelen,tan ni kelen,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_012,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,douze,douze,tan ni fila,tan ni fila,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_013,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,treize,treize,tan ni saba,tan ni saba,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_014,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatorze,quatorze,tan ni naani,tan ni naani,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_015,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quinze,quinze,tan ni looru,tan ni looru,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_016,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,seize,seize,tan ni wɔɔrɔ,tan ni wɔɔrɔ,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_017,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-sept,dix-sept,tan ni wolonfila,tan ni wolonfila,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_018,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-huit,dix-huit,tan ni seegi,tan ni seegi,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_019,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-neuf,dix-neuf,tan ni kɔnɔtɔ,tan ni kɔnɔtɔ,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_020,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt,vingt,mugan,mugan,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_021,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt et un,vingt et un,mugan ni kelen,mugan ni kelen,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_022,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-deux,vingt-deux,mugan ni fila,mugan ni fila,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_023,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-trois,vingt-trois,mugan ni saba,mugan ni saba,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_024,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-quatre,vingt-quatre,mugan ni naani,mugan ni naani,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_025,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-cinq,vingt-cinq,mugan ni looru,mugan ni looru,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_026,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-six,vingt-six,mugan ni wɔɔrɔ,mugan ni wɔɔrɔ,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_027,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-sept,vingt-sept,mugan ni wolonfila,mugan ni wolonfila,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_028,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-huit,vingt-huit,mugan ni seegi,mugan ni seegi,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_029,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-neuf,vingt-neuf,mugan ni kɔnɔtɔ,mugan ni kɔnɔtɔ,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_030,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente,trente,bisaba,bisaba,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
PROVISIONAL_FRM_NUMBER_031,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente et un,trente et un,bisaba ni kelen,bisaba ni kelen,DRAFT,"À faire valider par une locutrice ivoirienne; tester articulation TTS et reconnaissance STT isolée, puis en contexte de quantité et de montant. | Forme numérique à valider par des locutrices/locuteurs du dioula véhiculaire ivoirien; orthographe et articulation TTS/STT à tester en contexte marchand.",Dioula,dyu,Dioula véhiculaire de Côte d’Ivoire (koïnè mandingue; non Kong/non Odienné),true,
