PROVISIONAL_KEY,CLAUDE_ID,DIRECTION,CATEGORY,CONTEXT,MONEY_CRITICALITY,PLACEHOLDERS,FR_MARCHE,MAPPING_STATUS,MAPPING_NOTE
PROVISIONAL_FRM_NUMBER_001,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,un,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_002,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,deux,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_003,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trois,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_004,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_005,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinq,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_006,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,six,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_007,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_008,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_009,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_010,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,dix,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_011,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,onze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_012,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,douze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_013,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,treize,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_014,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatorze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_015,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quinze,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_016,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,seize,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_017,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,dix-sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_018,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,dix-huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_019,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,dix-neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_020,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_021,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt et un,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_022,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-deux,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_023,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-trois,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_024,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-quatre,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_025,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-cinq,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_026,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-six,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_027,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_028,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_029,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_030,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_031,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente et un,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_032,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-deux,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_033,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-trois,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_034,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-quatre,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_035,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-cinq,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_036,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-six,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_037,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_038,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_039,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_040,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_041,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante et un,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_042,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-deux,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_043,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-trois,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_044,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-quatre,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_045,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-cinq,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_046,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-six,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_047,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_048,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_049,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_050,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_051,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante et un,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_052,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-deux,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_053,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-trois,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_054,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-quatre,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_055,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-cinq,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_056,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-six,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_057,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_058,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_059,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_060,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_061,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante et un,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_062,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-deux,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_063,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-trois,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_064,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-quatre,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_065,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-cinq,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_066,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-six,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_067,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-sept,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_068,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-huit,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_069,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-neuf,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
PROVISIONAL_FRM_NUMBER_070,,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-dix,A_REMAPPER,Claude renseigne CLAUDE_ID sans modifier PROVISIONAL_KEY; QA vérifie ensuite la correspondance métier.
