PROVISIONAL_KEY,CLAUDE_ID,DIRECTION,CATEGORY,CONTEXT,MONEY_CRITICALITY,PLACEHOLDERS,FR_MARCHE,MAPPING_STATUS,MAPPING_NOTE
PROVISIONAL_FRM_INTENT_14,INT_COMBIEN_DOIT,STT_INPUT + TTS_OUTPUT,FINANCIAL_PRIORITY_INTENT,Question sur le prix d’un produit ou d’une quantité montrée.,HIGH,,C’est à combien ?,MAPPE,Déjà couvert : « est combien » est une variante existante d'INT_COMBIEN_DOIT. Doublon avec la ligne 02.
PROVISIONAL_FRM_INTENT_15,TATA_QUE_VENDRE,STT_INPUT + TTS_OUTPUT,FINANCIAL_PRIORITY_INTENT,Question ouverte sur le produit ou l’article vendu.,LOW,,Tu as vendu quoi ?,A_SCINDER,"Chez nous c'est Tantie qui demande ce qui a été vendu (TATA_QUE_VENDRE, TATA_INVITE). Si la marchande interroge son journal, la clé est INT_QUESTION_VENTES_JOUR : direction à trancher."
PROVISIONAL_FRM_NUMBER_000,lexique.nombres.mots#0,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,zéro,MAPPE,Mot français direct : « zéro ».
PROVISIONAL_FRM_NUMBER_001,lexique.nombres.mots#1,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,un,MAPPE,Mot français direct : « un ».
PROVISIONAL_FRM_NUMBER_002,lexique.nombres.mots#2,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,deux,MAPPE,Mot français direct : « deux ».
PROVISIONAL_FRM_NUMBER_003,lexique.nombres.mots#3,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trois,MAPPE,Mot français direct : « trois ».
PROVISIONAL_FRM_NUMBER_004,lexique.nombres.mots#4,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatre,MAPPE,Mot français direct : « quatre ».
PROVISIONAL_FRM_NUMBER_005,lexique.nombres.mots#5,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinq,MAPPE,Mot français direct : « cinq ».
PROVISIONAL_FRM_NUMBER_006,lexique.nombres.mots#6,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,six,MAPPE,Mot français direct : « six ».
PROVISIONAL_FRM_NUMBER_007,lexique.nombres.mots#7,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,sept,MAPPE,Mot français direct : « sept ».
PROVISIONAL_FRM_NUMBER_008,lexique.nombres.mots#8,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,huit,MAPPE,Mot français direct : « huit ».
PROVISIONAL_FRM_NUMBER_009,lexique.nombres.mots#9,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,neuf,MAPPE,Mot français direct : « neuf ».
PROVISIONAL_FRM_NUMBER_010,lexique.nombres.mots#10,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,dix,MAPPE,Mot français direct : « dix ».
PROVISIONAL_FRM_NUMBER_011,lexique.nombres.mots#11,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,onze,MAPPE,Mot français direct : « onze ».
PROVISIONAL_FRM_NUMBER_012,lexique.nombres.mots#12,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,douze,MAPPE,Mot français direct : « douze ».
PROVISIONAL_FRM_NUMBER_013,lexique.nombres.mots#13,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,treize,MAPPE,Mot français direct : « treize ».
PROVISIONAL_FRM_NUMBER_014,lexique.nombres.mots#14,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quatorze,MAPPE,Mot français direct : « quatorze ».
PROVISIONAL_FRM_NUMBER_015,lexique.nombres.mots#15,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quinze,MAPPE,Mot français direct : « quinze ».
PROVISIONAL_FRM_NUMBER_016,lexique.nombres.mots#16,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,seize,MAPPE,Mot français direct : « seize ».
PROVISIONAL_FRM_NUMBER_017,lexique.nombres.mots#17,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,dix-sept,MAPPE,Mot français direct : « dix-sept ».
PROVISIONAL_FRM_NUMBER_018,lexique.nombres.mots#18,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,dix-huit,MAPPE,Mot français direct : « dix-huit ».
PROVISIONAL_FRM_NUMBER_019,lexique.nombres.mots#19,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,dix-neuf,MAPPE,Mot français direct : « dix-neuf ».
PROVISIONAL_FRM_NUMBER_020,lexique.nombres.mots#20,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt,MAPPE,Mot français direct : « vingt ».
PROVISIONAL_FRM_NUMBER_021,lexique.nombres.mots#21,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt et un,MAPPE,Mot français direct : « vingt-et-un ».
PROVISIONAL_FRM_NUMBER_022,lexique.nombres#22,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-deux,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_023,lexique.nombres#23,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-trois,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_024,lexique.nombres#24,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-quatre,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_025,lexique.nombres#25,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-cinq,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_026,lexique.nombres#26,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-six,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_027,lexique.nombres#27,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-sept,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_028,lexique.nombres#28,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-huit,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_029,lexique.nombres#29,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,vingt-neuf,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_030,lexique.nombres.mots#30,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente,MAPPE,Mot français direct : « trente ».
PROVISIONAL_FRM_NUMBER_031,lexique.nombres.mots#31,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente et un,MAPPE,Mot français direct : « trente-et-un ».
PROVISIONAL_FRM_NUMBER_032,lexique.nombres#32,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-deux,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_033,lexique.nombres#33,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-trois,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_034,lexique.nombres#34,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-quatre,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_035,lexique.nombres#35,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-cinq,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_036,lexique.nombres#36,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-six,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_037,lexique.nombres#37,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-sept,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_038,lexique.nombres#38,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-huit,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_039,lexique.nombres#39,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,trente-neuf,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_040,lexique.nombres.mots#40,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante,MAPPE,Mot français direct : « quarante ».
PROVISIONAL_FRM_NUMBER_041,lexique.nombres.mots#41,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante et un,MAPPE,Mot français direct : « quarante-et-un ».
PROVISIONAL_FRM_NUMBER_042,lexique.nombres#42,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-deux,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_043,lexique.nombres#43,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-trois,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_044,lexique.nombres#44,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-quatre,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_045,lexique.nombres#45,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-cinq,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_046,lexique.nombres#46,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-six,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_047,lexique.nombres#47,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-sept,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_048,lexique.nombres#48,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-huit,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_049,lexique.nombres#49,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,quarante-neuf,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_050,lexique.nombres.mots#50,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante,MAPPE,Mot français direct : « cinquante ».
PROVISIONAL_FRM_NUMBER_051,lexique.nombres.mots#51,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante et un,MAPPE,Mot français direct : « cinquante-et-un ».
PROVISIONAL_FRM_NUMBER_052,lexique.nombres#52,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-deux,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_053,lexique.nombres#53,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-trois,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_054,lexique.nombres#54,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-quatre,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_055,lexique.nombres#55,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-cinq,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_056,lexique.nombres#56,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-six,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_057,lexique.nombres#57,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-sept,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_058,lexique.nombres#58,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-huit,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_059,lexique.nombres#59,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,cinquante-neuf,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_060,lexique.nombres.mots#60,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante,MAPPE,Mot français direct : « soixante ».
PROVISIONAL_FRM_NUMBER_061,lexique.nombres.mots#61,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante et un,MAPPE,Mot français direct : « soixante-et-un ».
PROVISIONAL_FRM_NUMBER_062,lexique.nombres#62,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-deux,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_063,lexique.nombres#63,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-trois,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_064,lexique.nombres#64,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-quatre,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_065,lexique.nombres#65,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-cinq,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
PROVISIONAL_FRM_NUMBER_066,lexique.nombres#66,LEXICON,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,,soixante-six,COMPOSE_EN_FR,Aucun mot français direct : composé par notre analyseur (dizaine + unité). Une langue qui ne compose pas ainsi a besoin d'un mot propre ou d'une règle de composition.
